Entity,Code,Date,cases
Chile,CHL,"May 5, 2020",20643
Chile,CHL,"May 6, 2020",22016
Chile,CHL,"May 7, 2020",23048
Chile,CHL,"May 8, 2020",24581
Chile,CHL,"May 9, 2020",25972
Chile,CHL,"May 10, 2020",27219
Chile,CHL,"May 11, 2020",28866
Chile,CHL,"May 12, 2020",30063
Chile,CHL,"May 13, 2020",31721
Chile,CHL,"May 14, 2020",34381
Chile,CHL,"May 15, 2020",37040
Chile,CHL,"May 16, 2020",39542
Chile,CHL,"May 17, 2020",41428
China,CHN,"Dec 31, 2019",27
China,CHN,"Jan 1, 2020",27
China,CHN,"Jan 2, 2020",27
China,CHN,"Jan 3, 2020",44
China,CHN,"Jan 4, 2020",44
China,CHN,"Jan 5, 2020",59
China,CHN,"Jan 6, 2020",59
China,CHN,"Jan 7, 2020",59
China,CHN,"Jan 8, 2020",59
China,CHN,"Jan 9, 2020",59
China,CHN,"Jan 10, 2020",59
China,CHN,"Jan 11, 2020",59
China,CHN,"Jan 12, 2020",59
China,CHN,"Jan 13, 2020",59
China,CHN,"Jan 14, 2020",59
China,CHN,"Jan 15, 2020",59
China,CHN,"Jan 16, 2020",59
China,CHN,"Jan 17, 2020",63
China,CHN,"Jan 18, 2020",80
China,CHN,"Jan 19, 2020",216
China,CHN,"Jan 20, 2020",235
China,CHN,"Jan 21, 2020",386
China,CHN,"Jan 22, 2020",526
China,CHN,"Jan 23, 2020",623
China,CHN,"Jan 24, 2020",882
China,CHN,"Jan 25, 2020",1323
China,CHN,"Jan 26, 2020",1988
China,CHN,"Jan 27, 2020",2775
China,CHN,"Jan 28, 2020",4528
China,CHN,"Jan 29, 2020",5994
China,CHN,"Jan 30, 2020",7734
China,CHN,"Jan 31, 2020",9714
China,CHN,"Feb 1, 2020",11809
China,CHN,"Feb 2, 2020",14399
China,CHN,"Feb 3, 2020",17211
China,CHN,"Feb 4, 2020",20448
China,CHN,"Feb 5, 2020",24320
China,CHN,"Feb 6, 2020",28047
China,CHN,"Feb 7, 2020",31207
China,CHN,"Feb 8, 2020",34625
China,CHN,"Feb 9, 2020",37232
China,CHN,"Feb 10, 2020",40206
China,CHN,"Feb 11, 2020",42696
China,CHN,"Feb 12, 2020",44724
China,CHN,"Feb 13, 2020",59865
China,CHN,"Feb 14, 2020",64021
China,CHN,"Feb 15, 2020",66559
China,CHN,"Feb 16, 2020",68566
China,CHN,"Feb 17, 2020",70618
China,CHN,"Feb 18, 2020",72508
China,CHN,"Feb 19, 2020",74258
China,CHN,"Feb 20, 2020",74652
China,CHN,"Feb 21, 2020",75543
China,CHN,"Feb 22, 2020",76369
China,CHN,"Feb 23, 2020",77016
China,CHN,"Feb 24, 2020",77234
China,CHN,"Feb 25, 2020",77749
China,CHN,"Feb 26, 2020",78159
China,CHN,"Feb 27, 2020",78598
China,CHN,"Feb 28, 2020",78927
China,CHN,"Feb 29, 2020",79355
China,CHN,"Mar 1, 2020",79929
China,CHN,"Mar 2, 2020",80134
China,CHN,"Mar 3, 2020",80261
China,CHN,"Mar 4, 2020",80380
China,CHN,"Mar 5, 2020",80497
China,CHN,"Mar 6, 2020",80667
China,CHN,"Mar 7, 2020",80768
China,CHN,"Mar 8, 2020",80814
China,CHN,"Mar 9, 2020",80859
China,CHN,"Mar 10, 2020",80879
China,CHN,"Mar 11, 2020",80908
China,CHN,"Mar 12, 2020",80932
China,CHN,"Mar 13, 2020",80954
China,CHN,"Mar 14, 2020",80973
China,CHN,"Mar 15, 2020",80995
China,CHN,"Mar 16, 2020",81020
China,CHN,"Mar 17, 2020",81063
China,CHN,"Mar 18, 2020",81086
China,CHN,"Mar 19, 2020",81130
China,CHN,"Mar 20, 2020",81229
China,CHN,"Mar 21, 2020",81281
China,CHN,"Mar 22, 2020",81346
China,CHN,"Mar 23, 2020",81484
China,CHN,"Mar 24, 2020",81553
China,CHN,"Mar 25, 2020",81631
China,CHN,"Mar 26, 2020",81733
China,CHN,"Mar 27, 2020",81827
China,CHN,"Mar 28, 2020",81946
China,CHN,"Mar 29, 2020",82059
China,CHN,"Mar 30, 2020",82157
China,CHN,"Mar 31, 2020",82241
China,CHN,"Apr 1, 2020",82295
China,CHN,"Apr 2, 2020",82395
China,CHN,"Apr 3, 2020",82465
China,CHN,"Apr 4, 2020",82527
China,CHN,"Apr 5, 2020",82575
China,CHN,"Apr 6, 2020",82642
China,CHN,"Apr 7, 2020",82698
China,CHN,"Apr 8, 2020",82784
China,CHN,"Apr 9, 2020",82870
China,CHN,"Apr 10, 2020",82925
China,CHN,"Apr 11, 2020",83004
China,CHN,"Apr 12, 2020",83097
China,CHN,"Apr 13, 2020",83209
China,CHN,"Apr 14, 2020",83303
China,CHN,"Apr 15, 2020",83352
China,CHN,"Apr 16, 2020",83402
China,CHN,"Apr 17, 2020",83754
China,CHN,"Apr 18, 2020",83785
China,CHN,"Apr 19, 2020",83803
China,CHN,"Apr 20, 2020",83817
China,CHN,"Apr 21, 2020",83849
China,CHN,"Apr 22, 2020",83864
China,CHN,"Apr 23, 2020",83876
China,CHN,"Apr 24, 2020",83884
China,CHN,"Apr 25, 2020",83899
China,CHN,"Apr 26, 2020",83909
China,CHN,"Apr 27, 2020",83912
China,CHN,"Apr 28, 2020",83938
China,CHN,"Apr 29, 2020",83940
China,CHN,"Apr 30, 2020",83944
China,CHN,"May 1, 2020",83956
China,CHN,"May 2, 2020",83959
China,CHN,"May 3, 2020",83961
China,CHN,"May 4, 2020",83964
China,CHN,"May 5, 2020",83966
China,CHN,"May 6, 2020",83968
China,CHN,"May 7, 2020",83970
China,CHN,"May 8, 2020",83976
China,CHN,"May 9, 2020",83976
China,CHN,"May 10, 2020",83991
China,CHN,"May 11, 2020",84010
China,CHN,"May 12, 2020",84011
China,CHN,"May 13, 2020",84018
China,CHN,"May 14, 2020",84024
China,CHN,"May 15, 2020",84029
China,CHN,"May 16, 2020",84038
China,CHN,"May 17, 2020",84044
Colombia,COL,"Mar 7, 2020",1
Colombia,COL,"Mar 10, 2020",3
Colombia,COL,"Mar 12, 2020",9
Colombia,COL,"Mar 14, 2020",16
Colombia,COL,"Mar 15, 2020",34
Colombia,COL,"Mar 16, 2020",45
Colombia,COL,"Mar 17, 2020",57
Colombia,COL,"Mar 18, 2020",65
Colombia,COL,"Mar 19, 2020",102
Colombia,COL,"Mar 20, 2020",128
Colombia,COL,"Mar 21, 2020",158
Colombia,COL,"Mar 22, 2020",210
Colombia,COL,"Mar 23, 2020",235
Colombia,COL,"Mar 24, 2020",306
Colombia,COL,"Mar 25, 2020",378
Colombia,COL,"Mar 26, 2020",470
Colombia,COL,"Mar 27, 2020",491
Colombia,COL,"Mar 28, 2020",539
Colombia,COL,"Mar 29, 2020",608
Colombia,COL,"Mar 30, 2020",702
Colombia,COL,"Mar 31, 2020",798
Colombia,COL,"Apr 1, 2020",906
Colombia,COL,"Apr 2, 2020",1065
Colombia,COL,"Apr 3, 2020",1161
Colombia,COL,"Apr 4, 2020",1267
Colombia,COL,"Apr 5, 2020",1406
Colombia,COL,"Apr 6, 2020",1485
Colombia,COL,"Apr 7, 2020",1579
Colombia,COL,"Apr 8, 2020",1780
Colombia,COL,"Apr 9, 2020",2054
Colombia,COL,"Apr 10, 2020",2223
Colombia,COL,"Apr 11, 2020",2473
Colombia,COL,"Apr 12, 2020",2709
Colombia,COL,"Apr 13, 2020",2776
Colombia,COL,"Apr 14, 2020",2852
Colombia,COL,"Apr 15, 2020",2979
Colombia,COL,"Apr 16, 2020",3105
Colombia,COL,"Apr 17, 2020",3233
Colombia,COL,"Apr 18, 2020",3439
Colombia,COL,"Apr 19, 2020",3621
Colombia,COL,"Apr 20, 2020",3792
Colombia,COL,"Apr 21, 2020",3977
Colombia,COL,"Apr 22, 2020",4149
Colombia,COL,"Apr 23, 2020",4356
Colombia,COL,"Apr 24, 2020",4561
Colombia,COL,"Apr 25, 2020",4881
Colombia,COL,"Apr 26, 2020",5142
Colombia,COL,"Apr 27, 2020",5379
Colombia,COL,"Apr 28, 2020",5597
Colombia,COL,"Apr 29, 2020",5949
Colombia,COL,"Apr 30, 2020",6211
Colombia,COL,"May 1, 2020",6507
Colombia,COL,"May 2, 2020",7006
Colombia,COL,"May 3, 2020",7285
Colombia,COL,"May 4, 2020",7668
Colombia,COL,"May 5, 2020",7973
Colombia,COL,"May 6, 2020",8613
Colombia,COL,"May 7, 2020",8959
Colombia,COL,"May 8, 2020",9456
Colombia,COL,"May 9, 2020",10051
Colombia,COL,"May 10, 2020",10495
Colombia,COL,"May 11, 2020",11063
Colombia,COL,"May 12, 2020",11613
Colombia,COL,"May 13, 2020",12272
Colombia,COL,"May 14, 2020",12930
Colombia,COL,"May 15, 2020",13610
Colombia,COL,"May 16, 2020",14216
Colombia,COL,"May 17, 2020",14939
Comoros,COM,"May 2, 2020",1
Comoros,COM,"May 3, 2020",1
Comoros,COM,"May 4, 2020",3
Comoros,COM,"May 5, 2020",4
Comoros,COM,"May 6, 2020",4
Comoros,COM,"May 7, 2020",8
Comoros,COM,"May 8, 2020",8
Comoros,COM,"May 9, 2020",8
Comoros,COM,"May 10, 2020",11
Comoros,COM,"May 11, 2020",11
Comoros,COM,"May 12, 2020",11
Comoros,COM,"May 13, 2020",11
Comoros,COM,"May 14, 2020",11
Comoros,COM,"May 15, 2020",11
Comoros,COM,"May 16, 2020",11
Comoros,COM,"May 17, 2020",11
Congo,COG,"Mar 16, 2020",1
Congo,COG,"Mar 17, 2020",1
Congo,COG,"Mar 18, 2020",1
Congo,COG,"Mar 19, 2020",3
Congo,COG,"Mar 20, 2020",3
Congo,COG,"Mar 21, 2020",3
Congo,COG,"Mar 22, 2020",4
Congo,COG,"Mar 23, 2020",4
Congo,COG,"Mar 24, 2020",4
Congo,COG,"Mar 25, 2020",4
Congo,COG,"Mar 26, 2020",4
Congo,COG,"Mar 27, 2020",4
Congo,COG,"Mar 28, 2020",4
Congo,COG,"Mar 29, 2020",19
Congo,COG,"Mar 30, 2020",19
Congo,COG,"Mar 31, 2020",19
Congo,COG,"Apr 1, 2020",22
Congo,COG,"Apr 2, 2020",22
Congo,COG,"Apr 3, 2020",41
Congo,COG,"Apr 4, 2020",41
Congo,COG,"Apr 5, 2020",45
Congo,COG,"Apr 6, 2020",45
Congo,COG,"Apr 7, 2020",45
Congo,COG,"Apr 8, 2020",45
Congo,COG,"Apr 9, 2020",60
Congo,COG,"Apr 10, 2020",60
Congo,COG,"Apr 11, 2020",60
Congo,COG,"Apr 12, 2020",60
Congo,COG,"Apr 13, 2020",70
Congo,COG,"Apr 14, 2020",70
Congo,COG,"Apr 15, 2020",74
Congo,COG,"Apr 16, 2020",117
Congo,COG,"Apr 17, 2020",117
Congo,COG,"Apr 18, 2020",143
Congo,COG,"Apr 19, 2020",143
Congo,COG,"Apr 20, 2020",160
Congo,COG,"Apr 21, 2020",160
Congo,COG,"Apr 22, 2020",165
Congo,COG,"Apr 23, 2020",186
Congo,COG,"Apr 24, 2020",186
Congo,COG,"Apr 25, 2020",200
Congo,COG,"Apr 26, 2020",200
Congo,COG,"Apr 27, 2020",200
Congo,COG,"Apr 28, 2020",207
Congo,COG,"Apr 29, 2020",207
Congo,COG,"Apr 30, 2020",220
Congo,COG,"May 1, 2020",220
Congo,COG,"May 2, 2020",229
Congo,COG,"May 3, 2020",229
Congo,COG,"May 4, 2020",229
Congo,COG,"May 5, 2020",236
Congo,COG,"May 6, 2020",236
Congo,COG,"May 7, 2020",264
Congo,COG,"May 8, 2020",274
Congo,COG,"May 9, 2020",287
Congo,COG,"May 10, 2020",287
Congo,COG,"May 11, 2020",287
Congo,COG,"May 12, 2020",333
Congo,COG,"May 13, 2020",333
Congo,COG,"May 14, 2020",341
Congo,COG,"May 15, 2020",391
Congo,COG,"May 16, 2020",391
Congo,COG,"May 17, 2020",412
Costa Rica,CRI,"Mar 7, 2020",1
Costa Rica,CRI,"Mar 9, 2020",5
Costa Rica,CRI,"Mar 10, 2020",9
Costa Rica,CRI,"Mar 11, 2020",13
Costa Rica,CRI,"Mar 12, 2020",22
Costa Rica,CRI,"Mar 13, 2020",23
Costa Rica,CRI,"Mar 14, 2020",26
Costa Rica,CRI,"Mar 15, 2020",27
Costa Rica,CRI,"Mar 16, 2020",35
Costa Rica,CRI,"Mar 17, 2020",41
Costa Rica,CRI,"Mar 18, 2020",50
Costa Rica,CRI,"Mar 19, 2020",69
Costa Rica,CRI,"Mar 20, 2020",87
Costa Rica,CRI,"Mar 21, 2020",113
Costa Rica,CRI,"Mar 22, 2020",117
Costa Rica,CRI,"Mar 23, 2020",134
Costa Rica,CRI,"Mar 24, 2020",158
Costa Rica,CRI,"Mar 25, 2020",177
Costa Rica,CRI,"Mar 26, 2020",201
Costa Rica,CRI,"Mar 27, 2020",231
Costa Rica,CRI,"Mar 28, 2020",263
Costa Rica,CRI,"Mar 29, 2020",295
Costa Rica,CRI,"Mar 30, 2020",314
Costa Rica,CRI,"Mar 31, 2020",330
Costa Rica,CRI,"Apr 1, 2020",347
Costa Rica,CRI,"Apr 2, 2020",375
Costa Rica,CRI,"Apr 3, 2020",396
Costa Rica,CRI,"Apr 4, 2020",416
Costa Rica,CRI,"Apr 5, 2020",435
Costa Rica,CRI,"Apr 6, 2020",454
Costa Rica,CRI,"Apr 7, 2020",467
Costa Rica,CRI,"Apr 8, 2020",483
Costa Rica,CRI,"Apr 9, 2020",502
Costa Rica,CRI,"Apr 10, 2020",539
Costa Rica,CRI,"Apr 11, 2020",558
Costa Rica,CRI,"Apr 12, 2020",577
Costa Rica,CRI,"Apr 13, 2020",595
Costa Rica,CRI,"Apr 14, 2020",612
Costa Rica,CRI,"Apr 15, 2020",618
Costa Rica,CRI,"Apr 16, 2020",626
Costa Rica,CRI,"Apr 17, 2020",642
Costa Rica,CRI,"Apr 18, 2020",649
Costa Rica,CRI,"Apr 19, 2020",655
Costa Rica,CRI,"Apr 20, 2020",660
Costa Rica,CRI,"Apr 21, 2020",662
Costa Rica,CRI,"Apr 22, 2020",669
Costa Rica,CRI,"Apr 23, 2020",681
Costa Rica,CRI,"Apr 24, 2020",687
Costa Rica,CRI,"Apr 25, 2020",687
Costa Rica,CRI,"Apr 26, 2020",693
Costa Rica,CRI,"Apr 27, 2020",695
Costa Rica,CRI,"Apr 28, 2020",697
Costa Rica,CRI,"Apr 29, 2020",705
Costa Rica,CRI,"Apr 30, 2020",713
Costa Rica,CRI,"May 1, 2020",719
Costa Rica,CRI,"May 2, 2020",725
Costa Rica,CRI,"May 3, 2020",733
Costa Rica,CRI,"May 4, 2020",739
Costa Rica,CRI,"May 5, 2020",742
Costa Rica,CRI,"May 6, 2020",755
Costa Rica,CRI,"May 7, 2020",761
Costa Rica,CRI,"May 8, 2020",765
Costa Rica,CRI,"May 9, 2020",773
Costa Rica,CRI,"May 10, 2020",780
Costa Rica,CRI,"May 11, 2020",792
Costa Rica,CRI,"May 12, 2020",801
Costa Rica,CRI,"May 13, 2020",804
Costa Rica,CRI,"May 14, 2020",815
Costa Rica,CRI,"May 15, 2020",830
Costa Rica,CRI,"May 16, 2020",843
Costa Rica,CRI,"May 17, 2020",853
Cote d'Ivoire,CIV,"Mar 12, 2020",1
Cote d'Ivoire,CIV,"Mar 15, 2020",4
Cote d'Ivoire,CIV,"Mar 16, 2020",4
Cote d'Ivoire,CIV,"Mar 17, 2020",5
Cote d'Ivoire,CIV,"Mar 18, 2020",5
Cote d'Ivoire,CIV,"Mar 19, 2020",6
Cote d'Ivoire,CIV,"Mar 20, 2020",9
Cote d'Ivoire,CIV,"Mar 21, 2020",14
Cote d'Ivoire,CIV,"Mar 22, 2020",17
Cote d'Ivoire,CIV,"Mar 23, 2020",25
Cote d'Ivoire,CIV,"Mar 24, 2020",25
Cote d'Ivoire,CIV,"Mar 25, 2020",73
Cote d'Ivoire,CIV,"Mar 26, 2020",80
Cote d'Ivoire,CIV,"Mar 27, 2020",96
Cote d'Ivoire,CIV,"Mar 28, 2020",101
Cote d'Ivoire,CIV,"Mar 29, 2020",140
Cote d'Ivoire,CIV,"Mar 30, 2020",165
Cote d'Ivoire,CIV,"Mar 31, 2020",168
Cote d'Ivoire,CIV,"Apr 1, 2020",168
Cote d'Ivoire,CIV,"Apr 2, 2020",190
Cote d'Ivoire,CIV,"Apr 3, 2020",194
Cote d'Ivoire,CIV,"Apr 4, 2020",218
Cote d'Ivoire,CIV,"Apr 5, 2020",245
Cote d'Ivoire,CIV,"Apr 6, 2020",261
Cote d'Ivoire,CIV,"Apr 7, 2020",323
Cote d'Ivoire,CIV,"Apr 8, 2020",349
Cote d'Ivoire,CIV,"Apr 9, 2020",384
Cote d'Ivoire,CIV,"Apr 10, 2020",444
Cote d'Ivoire,CIV,"Apr 11, 2020",480
Cote d'Ivoire,CIV,"Apr 12, 2020",533
Cote d'Ivoire,CIV,"Apr 13, 2020",574
Cote d'Ivoire,CIV,"Apr 14, 2020",626
Cote d'Ivoire,CIV,"Apr 15, 2020",626
Cote d'Ivoire,CIV,"Apr 16, 2020",654
Cote d'Ivoire,CIV,"Apr 17, 2020",688
Cote d'Ivoire,CIV,"Apr 18, 2020",742
Cote d'Ivoire,CIV,"Apr 19, 2020",801
Cote d'Ivoire,CIV,"Apr 20, 2020",847
Cote d'Ivoire,CIV,"Apr 21, 2020",879
Cote d'Ivoire,CIV,"Apr 22, 2020",916
Cote d'Ivoire,CIV,"Apr 23, 2020",952
Cote d'Ivoire,CIV,"Apr 24, 2020",1004
Cote d'Ivoire,CIV,"Apr 25, 2020",1077
Cote d'Ivoire,CIV,"Apr 26, 2020",1111
Cote d'Ivoire,CIV,"Apr 27, 2020",1150
Cote d'Ivoire,CIV,"Apr 28, 2020",1164
Cote d'Ivoire,CIV,"Apr 29, 2020",1183
Cote d'Ivoire,CIV,"Apr 30, 2020",1238
Cote d'Ivoire,CIV,"May 1, 2020",1275
Cote d'Ivoire,CIV,"May 2, 2020",1333
Cote d'Ivoire,CIV,"May 3, 2020",1362
Cote d'Ivoire,CIV,"May 4, 2020",1398
Cote d'Ivoire,CIV,"May 5, 2020",1432
Cote d'Ivoire,CIV,"May 6, 2020",1464
Cote d'Ivoire,CIV,"May 7, 2020",1516
Cote d'Ivoire,CIV,"May 8, 2020",1571
Cote d'Ivoire,CIV,"May 9, 2020",1602
Cote d'Ivoire,CIV,"May 10, 2020",1667
Cote d'Ivoire,CIV,"May 11, 2020",1700
Cote d'Ivoire,CIV,"May 12, 2020",1730
Cote d'Ivoire,CIV,"May 13, 2020",1857
Cote d'Ivoire,CIV,"May 14, 2020",1912
Cote d'Ivoire,CIV,"May 15, 2020",1971
Cote d'Ivoire,CIV,"May 16, 2020",2017
Cote d'Ivoire,CIV,"May 17, 2020",2061
Croatia,HRV,"Dec 31, 2019",0
Croatia,HRV,"Jan 1, 2020",0
Croatia,HRV,"Jan 2, 2020",0
Croatia,HRV,"Jan 3, 2020",0
Croatia,HRV,"Jan 4, 2020",0
Croatia,HRV,"Jan 5, 2020",0
Croatia,HRV,"Jan 6, 2020",0
Croatia,HRV,"Jan 7, 2020",0
Croatia,HRV,"Jan 8, 2020",0
Croatia,HRV,"Jan 9, 2020",0
Croatia,HRV,"Jan 10, 2020",0
Croatia,HRV,"Jan 11, 2020",0
Croatia,HRV,"Jan 12, 2020",0
Croatia,HRV,"Jan 13, 2020",0
Croatia,HRV,"Jan 14, 2020",0
Croatia,HRV,"Jan 15, 2020",0
Croatia,HRV,"Jan 16, 2020",0
Croatia,HRV,"Jan 17, 2020",0
Croatia,HRV,"Jan 18, 2020",0
Croatia,HRV,"Jan 19, 2020",0
Croatia,HRV,"Jan 20, 2020",0
Croatia,HRV,"Jan 21, 2020",0
Croatia,HRV,"Jan 22, 2020",0
Croatia,HRV,"Jan 23, 2020",0
Croatia,HRV,"Jan 24, 2020",0
Croatia,HRV,"Jan 25, 2020",0
Croatia,HRV,"Jan 26, 2020",0
Croatia,HRV,"Jan 27, 2020",0
Croatia,HRV,"Jan 28, 2020",0
Croatia,HRV,"Jan 29, 2020",0
Croatia,HRV,"Jan 30, 2020",0
Croatia,HRV,"Jan 31, 2020",0
Croatia,HRV,"Feb 1, 2020",0
Croatia,HRV,"Feb 2, 2020",0
Croatia,HRV,"Feb 3, 2020",0
Croatia,HRV,"Feb 4, 2020",0
Croatia,HRV,"Feb 5, 2020",0
Croatia,HRV,"Feb 6, 2020",0
Croatia,HRV,"Feb 7, 2020",0
Croatia,HRV,"Feb 8, 2020",0
Croatia,HRV,"Feb 9, 2020",0
Croatia,HRV,"Feb 10, 2020",0
Croatia,HRV,"Feb 11, 2020",0
Croatia,HRV,"Feb 12, 2020",0
Croatia,HRV,"Feb 13, 2020",0
Croatia,HRV,"Feb 14, 2020",0
Croatia,HRV,"Feb 15, 2020",0
Croatia,HRV,"Feb 16, 2020",0
Croatia,HRV,"Feb 17, 2020",0
Croatia,HRV,"Feb 18, 2020",0
Croatia,HRV,"Feb 19, 2020",0
Croatia,HRV,"Feb 20, 2020",0
Croatia,HRV,"Feb 21, 2020",0
Croatia,HRV,"Feb 22, 2020",0
Croatia,HRV,"Feb 23, 2020",0
Croatia,HRV,"Feb 24, 2020",0
Croatia,HRV,"Feb 25, 2020",0
Croatia,HRV,"Feb 26, 2020",1
Croatia,HRV,"Feb 27, 2020",2
Croatia,HRV,"Feb 28, 2020",3
Croatia,HRV,"Feb 29, 2020",5
Croatia,HRV,"Mar 1, 2020",5
Croatia,HRV,"Mar 2, 2020",7
Croatia,HRV,"Mar 3, 2020",8
Croatia,HRV,"Mar 4, 2020",9
Croatia,HRV,"Mar 6, 2020",10
Croatia,HRV,"Mar 7, 2020",11
Croatia,HRV,"Mar 8, 2020",12
Croatia,HRV,"Mar 11, 2020",13
Croatia,HRV,"Mar 12, 2020",16
Croatia,HRV,"Mar 13, 2020",25
Croatia,HRV,"Mar 14, 2020",31
Croatia,HRV,"Mar 15, 2020",37
Croatia,HRV,"Mar 16, 2020",48
Croatia,HRV,"Mar 17, 2020",56
Croatia,HRV,"Mar 18, 2020",69
Croatia,HRV,"Mar 19, 2020",81
Croatia,HRV,"Mar 20, 2020",104
Croatia,HRV,"Mar 21, 2020",126
Croatia,HRV,"Mar 22, 2020",206
Croatia,HRV,"Mar 23, 2020",235
Croatia,HRV,"Mar 24, 2020",306
Croatia,HRV,"Mar 25, 2020",382
Croatia,HRV,"Mar 26, 2020",418
Croatia,HRV,"Mar 27, 2020",495
Croatia,HRV,"Mar 28, 2020",586
Croatia,HRV,"Mar 29, 2020",657
Croatia,HRV,"Mar 30, 2020",713
Croatia,HRV,"Mar 31, 2020",790
Croatia,HRV,"Apr 1, 2020",867
Croatia,HRV,"Apr 2, 2020",963
Croatia,HRV,"Apr 3, 2020",1011
Croatia,HRV,"Apr 4, 2020",1079
Croatia,HRV,"Apr 5, 2020",1126
Croatia,HRV,"Apr 6, 2020",1182
Croatia,HRV,"Apr 7, 2020",1222
Croatia,HRV,"Apr 8, 2020",1282
Croatia,HRV,"Apr 9, 2020",1343
Croatia,HRV,"Apr 10, 2020",1407
Croatia,HRV,"Apr 11, 2020",1495
Croatia,HRV,"Apr 12, 2020",1534
Croatia,HRV,"Apr 13, 2020",1600
Croatia,HRV,"Apr 14, 2020",1650
Croatia,HRV,"Apr 15, 2020",1704
Croatia,HRV,"Apr 16, 2020",1741
Croatia,HRV,"Apr 17, 2020",1791
Croatia,HRV,"Apr 18, 2020",1814
Croatia,HRV,"Apr 19, 2020",1832
Croatia,HRV,"Apr 20, 2020",1871
Croatia,HRV,"Apr 21, 2020",1881
Croatia,HRV,"Apr 22, 2020",1908
Croatia,HRV,"Apr 23, 2020",1950
Croatia,HRV,"Apr 24, 2020",1981
Croatia,HRV,"Apr 25, 2020",2009
Croatia,HRV,"Apr 26, 2020",2016
Croatia,HRV,"Apr 27, 2020",2030
Croatia,HRV,"Apr 28, 2020",2039
Croatia,HRV,"Apr 29, 2020",2047
Croatia,HRV,"Apr 30, 2020",2062
Croatia,HRV,"May 1, 2020",2076
Croatia,HRV,"May 2, 2020",2085
Croatia,HRV,"May 3, 2020",2088
Croatia,HRV,"May 4, 2020",2096
Croatia,HRV,"May 5, 2020",2101
Croatia,HRV,"May 6, 2020",2112
Croatia,HRV,"May 7, 2020",2119
Croatia,HRV,"May 8, 2020",2125
Croatia,HRV,"May 9, 2020",2161
Croatia,HRV,"May 10, 2020",2176
Croatia,HRV,"May 11, 2020",2187
Croatia,HRV,"May 12, 2020",2196
Croatia,HRV,"May 13, 2020",2207
Croatia,HRV,"May 14, 2020",2213
Croatia,HRV,"May 15, 2020",2221
Croatia,HRV,"May 16, 2020",2222
Croatia,HRV,"May 17, 2020",2224
Cuba,CUB,"Mar 12, 2020",3
Cuba,CUB,"Mar 14, 2020",4
Cuba,CUB,"Mar 15, 2020",4
Cuba,CUB,"Mar 18, 2020",7
Cuba,CUB,"Mar 19, 2020",11
Cuba,CUB,"Mar 20, 2020",16
Cuba,CUB,"Mar 21, 2020",21
Cuba,CUB,"Mar 22, 2020",25
Cuba,CUB,"Mar 23, 2020",35
Cuba,CUB,"Mar 24, 2020",40
Cuba,CUB,"Mar 25, 2020",48
Cuba,CUB,"Mar 26, 2020",57
Cuba,CUB,"Mar 27, 2020",67
Cuba,CUB,"Mar 28, 2020",80
Cuba,CUB,"Mar 29, 2020",119
Cuba,CUB,"Mar 30, 2020",139
Cuba,CUB,"Mar 31, 2020",170
Cuba,CUB,"Apr 1, 2020",186
Cuba,CUB,"Apr 2, 2020",212
Cuba,CUB,"Apr 3, 2020",233
Cuba,CUB,"Apr 4, 2020",269
Cuba,CUB,"Apr 5, 2020",288
Cuba,CUB,"Apr 6, 2020",320
Cuba,CUB,"Apr 7, 2020",350
Cuba,CUB,"Apr 8, 2020",396
Cuba,CUB,"Apr 9, 2020",457
Cuba,CUB,"Apr 10, 2020",515
Cuba,CUB,"Apr 11, 2020",564
Cuba,CUB,"Apr 12, 2020",620
Cuba,CUB,"Apr 13, 2020",669
Cuba,CUB,"Apr 14, 2020",726
Cuba,CUB,"Apr 15, 2020",766
Cuba,CUB,"Apr 16, 2020",814
Cuba,CUB,"Apr 17, 2020",862
Cuba,CUB,"Apr 18, 2020",923
Cuba,CUB,"Apr 19, 2020",986
Cuba,CUB,"Apr 20, 2020",1035
Cuba,CUB,"Apr 21, 2020",1087
Cuba,CUB,"Apr 22, 2020",1137
Cuba,CUB,"Apr 23, 2020",1189
Cuba,CUB,"Apr 24, 2020",1235
Cuba,CUB,"Apr 25, 2020",1285
Cuba,CUB,"Apr 26, 2020",1337
Cuba,CUB,"Apr 27, 2020",1369
Cuba,CUB,"Apr 28, 2020",1389
Cuba,CUB,"Apr 29, 2020",1437
Cuba,CUB,"Apr 30, 2020",1467
Cuba,CUB,"May 1, 2020",1501
Cuba,CUB,"May 2, 2020",1537
Cuba,CUB,"May 3, 2020",1611
Cuba,CUB,"May 4, 2020",1649
Cuba,CUB,"May 5, 2020",1668
Cuba,CUB,"May 6, 2020",1685
Cuba,CUB,"May 7, 2020",1703
Cuba,CUB,"May 8, 2020",1729
Cuba,CUB,"May 9, 2020",1741
Cuba,CUB,"May 10, 2020",1754
Cuba,CUB,"May 11, 2020",1766
Cuba,CUB,"May 12, 2020",1783
Cuba,CUB,"May 13, 2020",1804
Cuba,CUB,"May 14, 2020",1810
Cuba,CUB,"May 15, 2020",1830
Cuba,CUB,"May 16, 2020",1840
Cuba,CUB,"May 17, 2020",1862
Curacao,CUW,"Mar 13, 2020",1
Curacao,CUW,"Mar 20, 2020",3
Curacao,CUW,"Mar 24, 2020",6
Curacao,CUW,"Mar 26, 2020",6
Curacao,CUW,"Mar 27, 2020",7
Curacao,CUW,"Mar 28, 2020",8
