Entity,Code,Date,Total confirmed cases of COVID-19 per million people (cases per million)
Ireland,IRL,"Feb 2, 2020",0
Ireland,IRL,"Feb 3, 2020",0
Ireland,IRL,"Feb 4, 2020",0
Ireland,IRL,"Feb 5, 2020",0
Ireland,IRL,"Feb 6, 2020",0
Ireland,IRL,"Feb 7, 2020",0
Ireland,IRL,"Feb 8, 2020",0
Ireland,IRL,"Feb 9, 2020",0
Ireland,IRL,"Feb 10, 2020",0
Ireland,IRL,"Feb 11, 2020",0
Ireland,IRL,"Feb 12, 2020",0
Ireland,IRL,"Feb 13, 2020",0
Ireland,IRL,"Feb 14, 2020",0
Ireland,IRL,"Feb 15, 2020",0
Ireland,IRL,"Feb 16, 2020",0
Ireland,IRL,"Feb 17, 2020",0
Ireland,IRL,"Feb 18, 2020",0
Ireland,IRL,"Feb 19, 2020",0
Ireland,IRL,"Feb 20, 2020",0
Ireland,IRL,"Feb 21, 2020",0
Ireland,IRL,"Feb 22, 2020",0
Ireland,IRL,"Feb 23, 2020",0
Ireland,IRL,"Feb 24, 2020",0
Ireland,IRL,"Feb 25, 2020",0
Ireland,IRL,"Feb 26, 2020",0
Ireland,IRL,"Feb 27, 2020",0
Ireland,IRL,"Feb 28, 2020",0
Ireland,IRL,"Feb 29, 2020",0
Ireland,IRL,"Mar 1, 2020",0.2025195046534932
Ireland,IRL,"Mar 2, 2020",0.2025195046534932
Ireland,IRL,"Mar 4, 2020",0.4050390093069864
Ireland,IRL,"Mar 5, 2020",1.215117027920959
Ireland,IRL,"Mar 6, 2020",2.6327535604954115
Ireland,IRL,"Mar 7, 2020",3.6453510837628773
Ireland,IRL,"Mar 8, 2020",3.8478705884163706
Ireland,IRL,"Mar 9, 2020",4.252909597723357
Ireland,IRL,"Mar 11, 2020",7.088182662872262
Ireland,IRL,"Mar 12, 2020",8.708338700100207
Ireland,IRL,"Mar 13, 2020",14.176365325744523
Ireland,IRL,"Mar 14, 2020",18.42927492346788
Ireland,IRL,"Mar 15, 2020",26.125016100300623
Ireland,IRL,"Mar 16, 2020",34.22579628644035
Ireland,IRL,"Mar 17, 2020",45.16184953772898
Ireland,IRL,"Mar 18, 2020",59.135695358820016
Ireland,IRL,"Mar 19, 2020",74.1221387031785
Ireland,IRL,"Mar 20, 2020",112.8033640919957
Ireland,IRL,"Mar 21, 2020",138.32082167833585
Ireland,IRL,"Mar 22, 2020",158.97781115299216
Ireland,IRL,"Mar 23, 2020",183.48267121606483
Ireland,IRL,"Mar 24, 2020",227.83444273517983
Ireland,IRL,"Mar 25, 2020",269.14842168449246
Ireland,IRL,"Mar 26, 2020",316.7405052780634
Ireland,IRL,"Mar 27, 2020",368.38297896470414
Ireland,IRL,"Mar 28, 2020",429.54386937005904
Ireland,IRL,"Mar 29, 2020",489.08460373818605
Ireland,IRL,"Mar 30, 2020",529.5885046688848
Ireland,IRL,"Mar 31, 2020",589.3317585416652
Ireland,IRL,"Apr 1, 2020",655.1505975540505
Ireland,IRL,"Apr 2, 2020",698.0847325405911
Ireland,IRL,"Apr 3, 2020",779.4975734112953
Ireland,IRL,"Apr 4, 2020",865.3658433843764
Ireland,IRL,"Apr 5, 2020",932.3997994246827
Ireland,IRL,"Apr 6, 2020",1035.0771882840038
Ireland,IRL,"Apr 7, 2020",1086.3146229613376
Ireland,IRL,"Apr 8, 2020",1156.1838520667927
Ireland,IRL,"Apr 9, 2020",1260.4813969633417
Ireland,IRL,"Apr 10, 2020",1497.2266979032752
Ireland,IRL,"Apr 11, 2020",1638.1802731421064
Ireland,IRL,"Apr 12, 2020",1808.0941375463872
Ireland,IRL,"Apr 13, 2020",1955.3258174294767
Ireland,IRL,"Apr 14, 2020",2156.225166045742
Ireland,IRL,"Apr 15, 2020",2324.7213939174485
Ireland,IRL,"Apr 16, 2020",2541.012224887379
Ireland,IRL,"Apr 17, 2020",2687.636346256508
Ireland,IRL,"Apr 18, 2020",2831.2226750558348
Ireland,IRL,"Apr 19, 2020",2988.7828496762527
Ireland,IRL,"Apr 20, 2020",3088.6249654704247
Ireland,IRL,"Apr 21, 2020",3169.8352868364755
Ireland,IRL,"Apr 22, 2020",3248.4128546420307
Isle of Man,IMN,"Mar 21, 2020",11.760278483394487
Isle of Man,IMN,"Mar 22, 2020",23.520556966788973
Isle of Man,IMN,"Mar 23, 2020",23.520556966788973
Isle of Man,IMN,"Mar 24, 2020",152.88362028412834
Isle of Man,IMN,"Mar 25, 2020",270.4864051180732
Isle of Man,IMN,"Mar 26, 2020",270.4864051180732
Isle of Man,IMN,"Mar 27, 2020",305.7672405682567
Isle of Man,IMN,"Mar 28, 2020",341.04807601844016
Isle of Man,IMN,"Mar 29, 2020",376.3289114686236
Isle of Man,IMN,"Mar 30, 2020",493.93169630256847
Isle of Man,IMN,"Mar 31, 2020",493.93169630256847
Isle of Man,IMN,"Apr 1, 2020",611.5344811365134
Isle of Man,IMN,"Apr 2, 2020",764.4181014206416
Isle of Man,IMN,"Apr 3, 2020",834.9797723210086
Isle of Man,IMN,"Apr 4, 2020",1340.6717471069715
Isle of Man,IMN,"Apr 5, 2020",1481.7950889077053
Isle of Man,IMN,"Apr 6, 2020",1493.5553673911
Isle of Man,IMN,"Apr 7, 2020",1634.6787091918338
Isle of Man,IMN,"Apr 8, 2020",1764.0417725091731
Isle of Man,IMN,"Apr 9, 2020",1858.124000376329
Isle of Man,IMN,"Apr 10, 2020",2234.4529118449527
Isle of Man,IMN,"Apr 11, 2020",2363.815975162292
Isle of Man,IMN,"Apr 12, 2020",2657.822937247154
Isle of Man,IMN,"Apr 13, 2020",2681.343494213943
Isle of Man,IMN,"Apr 14, 2020",2845.9873929814657
Isle of Man,IMN,"Apr 15, 2020",2845.9873929814657
Isle of Man,IMN,"Apr 16, 2020",2987.1107347822
Isle of Man,IMN,"Apr 17, 2020",3339.9190892840343
Isle of Man,IMN,"Apr 18, 2020",3398.720481701007
Isle of Man,IMN,"Apr 19, 2020",3492.8027095681628
Isle of Man,IMN,"Apr 20, 2020",3504.562988051557
Isle of Man,IMN,"Apr 21, 2020",3528.0835450183463
Isle of Man,IMN,"Apr 22, 2020",3610.4054944021077
Israel,ISR,"Dec 31, 2019",0
Israel,ISR,"Jan 1, 2020",0
Israel,ISR,"Jan 2, 2020",0
Israel,ISR,"Jan 3, 2020",0
Israel,ISR,"Jan 4, 2020",0
Israel,ISR,"Jan 5, 2020",0
Israel,ISR,"Jan 6, 2020",0
Israel,ISR,"Jan 7, 2020",0
Israel,ISR,"Jan 8, 2020",0
Israel,ISR,"Jan 9, 2020",0
Israel,ISR,"Jan 10, 2020",0
Israel,ISR,"Jan 11, 2020",0
Israel,ISR,"Jan 12, 2020",0
Israel,ISR,"Jan 13, 2020",0
Israel,ISR,"Jan 14, 2020",0
Israel,ISR,"Jan 15, 2020",0
Israel,ISR,"Jan 16, 2020",0
Israel,ISR,"Jan 17, 2020",0
Israel,ISR,"Jan 18, 2020",0
Israel,ISR,"Jan 19, 2020",0
Israel,ISR,"Jan 20, 2020",0
Israel,ISR,"Jan 21, 2020",0
Israel,ISR,"Jan 22, 2020",0
Israel,ISR,"Jan 23, 2020",0
Israel,ISR,"Jan 24, 2020",0
Israel,ISR,"Jan 25, 2020",0
Israel,ISR,"Jan 26, 2020",0
Israel,ISR,"Jan 27, 2020",0
Israel,ISR,"Jan 28, 2020",0
Israel,ISR,"Jan 29, 2020",0
Israel,ISR,"Jan 30, 2020",0
Israel,ISR,"Jan 31, 2020",0
Israel,ISR,"Feb 1, 2020",0
Israel,ISR,"Feb 2, 2020",0
Israel,ISR,"Feb 3, 2020",0
Israel,ISR,"Feb 4, 2020",0
Israel,ISR,"Feb 5, 2020",0
Israel,ISR,"Feb 6, 2020",0
Israel,ISR,"Feb 7, 2020",0
Israel,ISR,"Feb 8, 2020",0
Israel,ISR,"Feb 9, 2020",0
Israel,ISR,"Feb 10, 2020",0
Israel,ISR,"Feb 11, 2020",0
Israel,ISR,"Feb 12, 2020",0
Israel,ISR,"Feb 13, 2020",0
Israel,ISR,"Feb 14, 2020",0
Israel,ISR,"Feb 15, 2020",0
Israel,ISR,"Feb 16, 2020",0
Israel,ISR,"Feb 17, 2020",0
Israel,ISR,"Feb 18, 2020",0
Israel,ISR,"Feb 19, 2020",0
Israel,ISR,"Feb 20, 2020",0
Israel,ISR,"Feb 21, 2020",0
Israel,ISR,"Feb 22, 2020",0.11553292855986703
Israel,ISR,"Feb 23, 2020",0.11553292855986703
Israel,ISR,"Feb 24, 2020",0.23106585711973407
Israel,ISR,"Feb 25, 2020",0.23106585711973407
Israel,ISR,"Feb 26, 2020",0.23106585711973407
Israel,ISR,"Feb 27, 2020",0.23106585711973407
Israel,ISR,"Feb 28, 2020",0.3465987856796011
Israel,ISR,"Feb 29, 2020",0.8087304999190692
Israel,ISR,"Mar 1, 2020",0.8087304999190692
Israel,ISR,"Mar 2, 2020",1.1553292855986703
Israel,ISR,"Mar 5, 2020",1.7329939283980056
Israel,ISR,"Mar 6, 2020",1.9640597855177395
Israel,ISR,"Mar 7, 2020",2.1951256426374735
Israel,ISR,"Mar 8, 2020",2.8883232139966757
Israel,ISR,"Mar 9, 2020",4.505784213834814
Israel,ISR,"Mar 11, 2020",8.087304999190692
Israel,ISR,"Mar 12, 2020",9.473700141909097
Israel,ISR,"Mar 13, 2020",11.091161141747236
Israel,ISR,"Mar 14, 2020",13.401819712944576
Israel,ISR,"Mar 15, 2020",20.56486128365633
Israel,ISR,"Mar 16, 2020",28.883232139966758
Israel,ISR,"Mar 17, 2020",30.03856142556543
Israel,ISR,"Mar 18, 2020",49.33256049506322
Israel,ISR,"Mar 19, 2020",50.025758066422426
Israel,ISR,"Mar 20, 2020",78.21579263502998
Israel,ISR,"Mar 21, 2020",82.25944513462532
Israel,ISR,"Mar 22, 2020",102.01557591836259
Israel,ISR,"Mar 23, 2020",123.7357664876176
Israel,ISR,"Mar 24, 2020",166.59848298332827
Israel,ISR,"Mar 25, 2020",222.97855212054338
Israel,ISR,"Mar 26, 2020",273.697507758325
Israel,ISR,"Mar 27, 2020",308.0107875406055
Israel,ISR,"Mar 28, 2020",350.64243817919646
Israel,ISR,"Mar 29, 2020",418.11366845815877
Israel,ISR,"Mar 30, 2020",490.6683475937553
Israel,ISR,"Mar 31, 2020",516.7787894482852
Israel,ISR,"Apr 1, 2020",567.9598768003063
Israel,ISR,"Apr 2, 2020",645.9446035782166
Israel,ISR,"Apr 3, 2020",722.3118693562886
Israel,ISR,"Apr 4, 2020",858.1785933426924
Israel,ISR,"Apr 5, 2020",926.3430211930139
Israel,ISR,"Apr 6, 2020",973.9425877596791
Israel,ISR,"Apr 7, 2020",1028.705195897056
Israel,ISR,"Apr 8, 2020",1068.4485233216503
Israel,ISR,"Apr 9, 2020",1086.4716601769896
Israel,ISR,"Apr 10, 2020",1151.6322318847547
Israel,ISR,"Apr 11, 2020",1202.466720451096
Israel,ISR,"Apr 12, 2020",1241.1702515186516
Israel,ISR,"Apr 13, 2020",1287.6144887997182
Israel,ISR,"Apr 14, 2020",1338.5645102946194
Israel,ISR,"Apr 15, 2020",1391.7096574321583
Israel,ISR,"Apr 16, 2020",1444.2771399268977
Israel,ISR,"Apr 17, 2020",1473.9691025667837
Israel,ISR,"Apr 18, 2020",1499.8484785641938
Israel,ISR,"Apr 19, 2020",1532.544297346636
Israel,ISR,"Apr 20, 2020",1558.6547392011662
Israel,ISR,"Apr 21, 2020",1584.3030493414567
Israel,ISR,"Apr 22, 2020",1610.7600899816662
Italy,ITA,"Dec 31, 2019",0
Italy,ITA,"Jan 1, 2020",0
Italy,ITA,"Jan 2, 2020",0
Italy,ITA,"Jan 3, 2020",0
Italy,ITA,"Jan 4, 2020",0
Italy,ITA,"Jan 5, 2020",0
Italy,ITA,"Jan 6, 2020",0
Italy,ITA,"Jan 7, 2020",0
Italy,ITA,"Jan 8, 2020",0
Italy,ITA,"Jan 9, 2020",0
Italy,ITA,"Jan 10, 2020",0
Italy,ITA,"Jan 11, 2020",0
Italy,ITA,"Jan 12, 2020",0
Italy,ITA,"Jan 13, 2020",0
Italy,ITA,"Jan 14, 2020",0
Italy,ITA,"Jan 15, 2020",0
Italy,ITA,"Jan 16, 2020",0
Italy,ITA,"Jan 17, 2020",0
Italy,ITA,"Jan 18, 2020",0
Italy,ITA,"Jan 19, 2020",0
Italy,ITA,"Jan 20, 2020",0
Italy,ITA,"Jan 21, 2020",0
Italy,ITA,"Jan 22, 2020",0
Italy,ITA,"Jan 23, 2020",0
Italy,ITA,"Jan 24, 2020",0
Italy,ITA,"Jan 25, 2020",0
Italy,ITA,"Jan 26, 2020",0
Italy,ITA,"Jan 27, 2020",0
Italy,ITA,"Jan 28, 2020",0
Italy,ITA,"Jan 29, 2020",0
Italy,ITA,"Jan 30, 2020",0
Italy,ITA,"Jan 31, 2020",0.049618082999409154
Italy,ITA,"Feb 1, 2020",0.049618082999409154
Italy,ITA,"Feb 2, 2020",0.049618082999409154
Italy,ITA,"Feb 3, 2020",0.049618082999409154
Italy,ITA,"Feb 4, 2020",0.049618082999409154
Italy,ITA,"Feb 5, 2020",0.049618082999409154
Italy,ITA,"Feb 6, 2020",0.049618082999409154
Italy,ITA,"Feb 7, 2020",0.049618082999409154
Italy,ITA,"Feb 8, 2020",0.049618082999409154
Italy,ITA,"Feb 9, 2020",0.049618082999409154
Italy,ITA,"Feb 10, 2020",0.049618082999409154
Italy,ITA,"Feb 11, 2020",0.049618082999409154
Italy,ITA,"Feb 12, 2020",0.049618082999409154
Italy,ITA,"Feb 13, 2020",0.049618082999409154
Italy,ITA,"Feb 14, 2020",0.049618082999409154
Italy,ITA,"Feb 15, 2020",0.049618082999409154
Italy,ITA,"Feb 16, 2020",0.049618082999409154
Italy,ITA,"Feb 17, 2020",0.049618082999409154
Italy,ITA,"Feb 18, 2020",0.049618082999409154
Italy,ITA,"Feb 19, 2020",0.049618082999409154
Italy,ITA,"Feb 20, 2020",0.049618082999409154
Italy,ITA,"Feb 21, 2020",0.049618082999409154
Italy,ITA,"Feb 22, 2020",0.28116913699665186
Italy,ITA,"Feb 23, 2020",1.3066095189844409
Italy,ITA,"Feb 24, 2020",2.183195651974003
Italy,ITA,"Feb 25, 2020",3.7875136689548983
Italy,ITA,"Feb 26, 2020",5.325674241936582
Italy,ITA,"Feb 27, 2020",6.61574439992122
Italy,ITA,"Feb 28, 2020",10.750584649871982
Italy,ITA,"Feb 29, 2020",14.686952567825108
Italy,ITA,"Mar 1, 2020",18.65639920777784
Italy,ITA,"Mar 2, 2020",27.93498072866735
Italy,ITA,"Mar 3, 2020",33.67413899559901
Italy,ITA,"Mar 4, 2020",41.38148122150723
Italy,ITA,"Mar 5, 2020",51.09008612839162
Italy,ITA,"Mar 6, 2020",63.80885473724017
Italy,ITA,"Mar 7, 2020",76.67647759508694
Italy,ITA,"Mar 8, 2020",97.30106076184134
Italy,ITA,"Mar 9, 2020",121.9777873735475
Italy,ITA,"Mar 10, 2020",151.6990190901936
Italy,ITA,"Mar 11, 2020",167.85797478700115
Italy,ITA,"Mar 12, 2020",206.11351677954562
Italy,ITA,"Mar 13, 2020",249.9593627900235
Italy,ITA,"Mar 14, 2020",292.0851152565219
Italy,ITA,"Mar 15, 2020",349.9232606728331
Italy,ITA,"Mar 16, 2020",396.61387677527716
Italy,ITA,"Mar 17, 2020",462.77132077448937
Italy,ITA,"Mar 18, 2020",521.0891076597949
Italy,ITA,"Mar 19, 2020",590.6701993859664
Italy,ITA,"Mar 20, 2020",678.6926786269181
Italy,ITA,"Mar 21, 2020",777.6972935717392
Italy,ITA,"Mar 22, 2020",886.1458836474478
Italy,ITA,"Mar 23, 2020",978.1047308063528
Italy,ITA,"Mar 24, 2020",1057.3117306344095
Italy,ITA,"Mar 25, 2020",1144.1268365223757
Italy,ITA,"Mar 26, 2020",1230.2969073313498
Italy,ITA,"Mar 27, 2020",1332.0635955631378
Italy,ITA,"Mar 28, 2020",1430.6216477609642
Italy,ITA,"Mar 29, 2020",1529.4277903737877
Italy,ITA,"Mar 30, 2020",1615.71363670976
Italy,ITA,"Mar 31, 2020",1682.6980487589626
Italy,ITA,"Apr 1, 2020",1749.7320788911643
Italy,ITA,"Apr 2, 2020",1828.8233031922225
Italy,ITA,"Apr 3, 2020",1906.029040339303
Italy,ITA,"Apr 4, 2020",1981.8620105234002
Italy,ITA,"Apr 5, 2020",2061.3336401274537
Italy,ITA,"Apr 6, 2020",2132.7175222026035
Italy,ITA,"Apr 7, 2020",2192.242682440895
Italy,ITA,"Apr 8, 2020",2242.5058005192964
Italy,ITA,"Apr 9, 2020",2305.950789314541
Italy,ITA,"Apr 10, 2020",2375.482262957713
Italy,ITA,"Apr 11, 2020",2440.8292782679346
Italy,ITA,"Apr 12, 2020",2518.4650388010105
Italy,ITA,"Apr 13, 2020",2586.1441040122045
Italy,ITA,"Apr 14, 2020",2638.2927092445834
Italy,ITA,"Apr 15, 2020",2687.447690135998
Italy,ITA,"Apr 16, 2020",2731.5581659224727
Italy,ITA,"Apr 17, 2020",2794.176186667727
Italy,ITA,"Apr 18, 2020",2851.9481746400393
Italy,ITA,"Apr 19, 2020",2909.6870838903515
Italy,ITA,"Apr 20, 2020",2960.0825168567517
Italy,ITA,"Apr 21, 2020",2997.395315272307
Italy,ITA,"Apr 22, 2020",3042.5312314407697
Jamaica,JAM,"Mar 12, 2020",0.6754107594960219
Jamaica,JAM,"Mar 13, 2020",2.0262322784880658
Jamaica,JAM,"Mar 14, 2020",2.7016430379840877
Jamaica,JAM,"Mar 16, 2020",3.37705379748011
Jamaica,JAM,"Mar 17, 2020",3.37705379748011
Jamaica,JAM,"Mar 18, 2020",4.390169936724143
Jamaica,JAM,"Mar 19, 2020",5.065580696220165
Jamaica,JAM,"Mar 20, 2020",5.403286075968175
Jamaica,JAM,"Mar 21, 2020",6.416402215212209
Jamaica,JAM,"Mar 22, 2020",6.416402215212209
Jamaica,JAM,"Mar 23, 2020",6.416402215212209
Jamaica,JAM,"Mar 24, 2020",6.416402215212209
Jamaica,JAM,"Mar 25, 2020",7.091812974708231
Jamaica,JAM,"Mar 26, 2020",8.442634493700275
Jamaica,JAM,"Mar 27, 2020",8.780339873448286
Jamaica,JAM,"Mar 28, 2020",8.780339873448286
Jamaica,JAM,"Mar 29, 2020",10.80657215193635
Jamaica,JAM,"Mar 30, 2020",11.481982911432373
Jamaica,JAM,"Mar 31, 2020",12.832804430424417
Jamaica,JAM,"Apr 1, 2020",12.832804430424417
Jamaica,JAM,"Apr 2, 2020",14.859036708912484
Jamaica,JAM,"Apr 3, 2020",15.872152848156516
Jamaica,JAM,"Apr 4, 2020",17.89838512664458
Jamaica,JAM,"Apr 5, 2020",18.573795886140605
Jamaica,JAM,"Apr 6, 2020",19.58691202538464
Jamaica,JAM,"Apr 7, 2020",19.924617405132647
Jamaica,JAM,"Apr 8, 2020",21.275438924124693
Jamaica,JAM,"Apr 9, 2020",21.275438924124693
Jamaica,JAM,"Apr 10, 2020",21.275438924124693
Jamaica,JAM,"Apr 11, 2020",21.950849683620714
Jamaica,JAM,"Apr 12, 2020",23.30167120261276
Jamaica,JAM,"Apr 13, 2020",24.31478734185679
Jamaica,JAM,"Apr 14, 2020",24.6524927216048
